model,execution model,prompt,build@1,pass@1,strict_pass@1,speedup@1,speedup_max@1,efficiency@1,efficiency_max@1,build@5,pass@5,strict_pass@5,speedup@5,speedup_max@5,efficiency@5,efficiency_max@5,build@10,pass@10,strict_pass@10,speedup@10,speedup_max@10,efficiency@10,efficiency_max@10,build@20,pass@20,strict_pass@20,speedup@20,speedup_max@20,efficiency@20,efficiency_max@20,max_new_tokens,virtual_memory_used,max_gpu_memory_usage,max_gpu_utilization,average_gpu_memory_usage,average_gpu_utilization,generation_times
gpt5_low,hpx,00_dense_la_lu_decomp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,,,,,,14.26155351638794
gpt5_low,hpx,01_dense_la_solve,0.9466019417475728,0.7800000000000001,0.7800000000000001,0.9707557972325175,1.930960999299598,0.5238807021226873,0.7731307138021024,0.9999997272330726,0.9996502209131075,0.9996502209131075,0.5914338906157975,1.2608100882198174,0.2460079186686449,0.5487878515038779,0.9999999999999815,0.9999999626438798,0.9999999626438798,0.3757331849044765,0.8233478066547151,0.1688877729458382,0.39667697793220524,1.0,1.0,1.0,0.2295676802252752,0.47498222322119665,0.11020951167344677,0.2629467666508943,2048.0,,,,,,15.424483533044464
gpt5_low,hpx,02_dense_la_gemm,0.9495192307692307,0.79,0.79,1.481571097386905,1.5451431178029345,0.29220187897197747,0.19381948314270597,0.999999799213143,0.9997297161601285,0.9997297161601285,1.149518807420838,1.1495195235640572,0.06485431726531116,0.08086934465260129,0.9999999999999908,0.9999999796239345,0.9999999796239345,1.0795803058195896,1.0795803058230755,0.044812398455725204,0.07685587343079117,1.0,1.0,1.0,1.0122951751713822,1.0122951751713822,0.0378217494248643,0.07519255710550148,2048.0,,,,,,8.814097275527624
gpt5_low,hpx,03_dense_la_axpy,0.5232558139534883,0.17999999999999983,0.17999999999999983,1.2410221940533495,1.2737551998331103,0.4039708170115348,0.6022934577791519,0.9769356570422162,0.6375848746246391,0.6375848746246391,1.1645431819121093,1.241441970484515,0.2407000641906819,0.34372219543281496,0.9995527799229874,0.8764158291304193,0.8764158291304193,1.1174350576565613,1.234637249124091,0.17942090345397774,0.29498223366216914,0.9999999072022142,0.9884161136592248,0.9884161136592248,22.338399492960278,22.927593596995983,0.13483242818683294,10.841282240024734,2048.0,,,,,,7.3391546648602155
gpt5_low,hpx,04_dense_la_gemv,0.9103260869565217,0.67,0.67,4.1198991778217655,4.326242356493246,1.1175649448735456,1.0923839745010646,0.9999956633372639,0.99684760502139,0.99684760502139,3.7968432802628094,4.0638416622102715,0.46765964780051306,0.6249671720842102,0.9999999999916578,0.9999946528373607,0.9999946528373607,3.6742756288162965,3.9335504704915976,0.3354136264553364,0.4942969596093808,1.0,0.9999999999989306,0.9999999999989306,3.552476184285725,3.8103553330965836,0.2881372438363367,0.37484850183154916,2048.0,,,,,,8.31927718675655
gpt5_low,hpx,45_sparse_la_sparse_solve,0.8159722222222219,0.0,0.0,0.0,0.0,0.0,0.0,0.9998200251351863,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999788908923,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,,,,,,15.06738508078787
gpt5_low,hpx,46_sparse_la_spmm,0.9523809523809523,0.7999999999999999,0.7999999999999999,12.954471980812475,14.219155448662544,5.243185796701869,13.047870714005215,0.9999998542005032,0.999794069455336,0.999794069455336,10.878137273901396,12.952773357269386,4.4854258970511,11.765658141344552,0.9999999999999957,0.9999999893268228,0.9999999893268228,9.228383507494565,12.093008625419785,3.9476181181962784,10.540911385838724,1.0,1.0,1.0,6.624592971001388,10.784864362553073,3.1491500955743152,8.782562397155324,2048.0,,,,,,13.142153068951197
gpt5_low,hpx,47_sparse_la_spmv,0.7377049180327865,0.3599999999999999,0.3599999999999999,1.478614278724079,1.707146302464186,0.46461261768972134,0.5369088606589629,0.9988975635901325,0.8987280760476637,0.8987280760476637,0.7996605128736759,0.9822306605114635,0.1750306634119314,0.3597319160494324,0.9999991141584308,0.9912495374391099,0.9912495374391099,0.43114613499383947,0.5731164474533526,0.10743530901912023,0.2648572030451002,0.99999999999981,0.9999633948983009,0.9999633948983009,0.16815519129899903,0.2547666720472711,0.06588681558009973,0.16196022176149621,2048.0,,,,,,10.869374372920053
gpt5_low,hpx,48_sparse_la_sparse_axpy,0.9065934065934066,0.18999999999999995,0.18999999999999995,0.6818229649658488,1.1972228763667205,0.40464194920093866,1.053119839453365,0.9999946284514932,0.6596833578792343,0.6596833578792343,0.3173047073743259,0.7254096181756973,0.19221421925363286,0.6155422381905921,0.9999999999867989,0.8914870694803682,0.8914870694803682,0.15392723857533047,0.4327348720050075,0.11361943578512763,0.39028498088926883,1.0,0.9912414517911212,0.9912414517911212,13.636459299316975,1.2861356895738842,0.05327935944483739,1.1359749627639466,2048.0,,,,,,11.166225173316159
gpt5_low,hpx,49_sparse_la_sparse_lu_decomp,0.8098591549295775,0.04999999999999993,0.04999999999999993,4.426374468558405,5.094414208610511,1.3282391578681634,1.2732829514426063,0.9997871885855059,0.23041004671159315,0.23041004671159315,22.13187234279203,25.472071043052555,0.4674235857228234,6.366414757213031,0.9999999701372434,0.41624763307384804,0.41624763307384804,22.13187234279203,25.472071043052555,0.26235641337552507,6.366414757213031,0.9999999999999999,0.6806905580101457,0.6806905580101457,22.13187234279203,25.472071043052555,0.1027235119897578,6.366414757213031,2048.0,,,,,,13.200237336293073
