model,execution model,prompt,build@1,pass@1,strict_pass@1,speedup@1,speedup_max@1,efficiency@1,efficiency_max@1,build@5,pass@5,strict_pass@5,speedup@5,speedup_max@5,efficiency@5,efficiency_max@5,build@10,pass@10,strict_pass@10,speedup@10,speedup_max@10,efficiency@10,efficiency_max@10,build@20,pass@20,strict_pass@20,speedup@20,speedup_max@20,efficiency@20,efficiency_max@20,max_new_tokens,virtual_memory_used,max_gpu_memory_usage,max_gpu_utilization,average_gpu_memory_usage,average_gpu_utilization,generation_times
magicoder,hpx,00_dense_la_lu_decomp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,78739783.68,15678.2,0.9430999999999998,15662.054444444446,0.7503848412698413,9.794911637306214
magicoder,hpx,01_dense_la_solve,0.5397727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.9807197389341356,0.0,0.0,0.0,0.0,0.0,0.0,0.9996898888704284,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999568840627,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,527150.5454545454,15975.0,0.9411363636363635,15975.0,0.7150650252525252,8.985663400454955
magicoder,hpx,02_dense_la_gemm,0.09259259259259256,0.020000000000000018,0.020000000000000018,0.6581613122498327,0.6633885120872204,0.189361533402981,0.06574663009697974,0.3907655332448139,0.09797979797979806,0.09797979797979806,1.3163226244996653,1.3267770241744408,0.01210068433584126,0.1314932601939595,0.6383110968425469,0.19090909090909092,0.19090909090909092,1.3163226244996653,1.3267770241744408,1.8936153340298105,0.1314932601939595,0.8834364869202322,0.3616161616161615,0.3616161616161615,1.3163226244996653,1.3267770241744408,1.8936153340298105,0.1314932601939595,2048.0,4070286.222222222,15975.0,0.9385185185185185,15975.0,0.6543456790123456,6.201359477308062
magicoder,hpx,03_dense_la_axpy,0.9606481481481481,0.83,0.83,0.72936177075345,0.7566762710855005,0.2541544073679795,0.5100705668738996,0.9999999494872495,0.9999178084229631,0.9999178084229631,0.46504483643542743,0.49893173054614814,0.17640959657703803,0.43575333027590396,0.9999999999999997,0.9999999988765077,0.9999999988765077,0.4555018687402155,0.4890641835181543,0.17081536847809634,0.4314350428160964,1.0,1.0,1.0,0.4508195581132974,0.4814805341704905,0.16407318626337258,0.4342549725255886,2048.0,1802552.888888889,15975.0,0.9362962962962962,15975.0,0.7067854938271604,4.809718522208708
magicoder,hpx,04_dense_la_gemv,0.5851063829787231,0.17000000000000004,0.17000000000000004,3.4846201654783364,3.9963062458970833,1.0084403050163722,0.9757285976048526,0.9886187502962153,0.6143531358185261,0.6143531358185261,3.1299447795580964,3.7114795018149254,0.38074839886836737,0.5083671645860395,0.9998943853414795,0.8594864906551343,0.8594864906551343,3.0240565562600477,3.61964989951911,0.2505056895407732,0.4074234391400673,0.9999999954854861,0.9847386894240581,0.9847386894240581,59.23854281313172,67.93720618025041,0.18385137768525184,16.587386159282495,2048.0,-3813659.234042553,15975.0,0.9382446808510637,15975.0,0.6405602836879433,6.2286629321727345
magicoder,hpx,45_sparse_la_sparse_solve,0.9684684684684685,0.020000000000000018,0.0,42.128923451098586,43.24452057551663,16.562457077981115,42.5141398781731,0.9999999857588491,0.09797979797979806,0.0,84.25784690219717,86.48904115103326,3.8643146041067125,85.0282797563462,1.0,0.19090909090909092,0.0,84.25784690219717,86.48904115103326,165.62457077981114,85.0282797563462,1.0,0.3616161616161615,0.0,84.25784690219717,86.48904115103326,165.62457077981114,85.0282797563462,2048.0,-785823.1351351351,15975.0,0.9416666666666665,15975.0,0.7145122801372801,8.58635736746831
magicoder,hpx,46_sparse_la_spmm,0.9436274509803921,0.13,0.07999999999999996,0.8852502307556814,0.8483303499306333,0.32840977439934504,0.7843124204025038,0.9999996339533691,0.5092167068326862,0.3468090328915072,0.06437012776190061,0.0542790451524254,0.009127037429569206,0.017461802370773254,0.9999999999999637,0.768880443455181,0.5834467270072172,0.0567921170513417,0.02861677441505596,0.005110391438733042,0.022296370941192946,1.0,0.9556804157911019,0.8442266367780593,11.508252999823858,11.876624899028872,0.003657694126878267,10.980373885635055,2048.0,-2655011.137254902,16442.450980392157,0.8508333333333333,16442.450980392157,0.5923145424836601,6.352600475152333
magicoder,hpx,47_sparse_la_spmv,0.7459677419354833,0.30999999999999983,0.30999999999999983,0.03736458987504862,0.03620447605342063,0.00599517295136787,0.002669342807583748,0.9990636770161803,0.8507254190335929,0.8507254190335929,0.03207569448987683,0.027101515285669908,0.0014720358270646123,0.002049013894839371,0.9999993666771101,0.9803566510359815,0.9803566510359815,0.029753734878144752,0.02053098884839718,0.0010267778006519649,0.0015681492581672632,0.999999999999907,0.9997842622250166,0.9997842622250166,0.028310014539274567,0.010766847691573284,0.0007924953336789685,0.0008824387137714862,2048.0,49736670.96774194,16615.0,0.9402419354838709,16615.0,0.7100033602150537,7.256631262840763
magicoder,hpx,48_sparse_la_sparse_axpy,0.5397727272727273,0.06000000000000005,0.06000000000000005,0.9541810584460655,1.7675824996778335,0.5191667652121855,1.0670353077349748,0.9807197389341356,0.2709147810951935,0.2709147810951935,0.3191619409297931,1.7728402141815407,0.0485234444787968,0.3571477510485505,0.9996898888704284,0.47769525064502194,0.47769525064502194,6.679267409122458,10.605494998067003,0.002447418697663313,7.469247154144822,0.9999999568840627,0.7479135984290624,0.7479135984290624,6.679267409122458,10.605494998067003,0.00017198964253028695,7.469247154144822,2048.0,19930181.818181816,16615.0,0.9414204545454545,16615.0,0.6780523989898989,7.058151262727651
magicoder,hpx,49_sparse_la_sparse_lu_decomp,0.9579439252336448,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999267133831,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,-1236207.2523364485,16615.0,0.6810747663551402,16615.0,0.5559914886515354,7.313201499319522
